,Element Count,Element Name,Of Which are Numerical,source
381,225.0,descriptionrightspreferencesrestrictionsattachingtoclasssharecapital,0.0,frs-102
388,211.0,descriptionmethodsusedtoaccountforinvestmentsinjointventuresinseparatefinancialstatements,0.0,frs-102
389,206.0,generaldescriptionloansowedtorelatedpartiesincludingtermsguaranteesgiven,0.0,frs-102
396,175.0,nameultimateparentgroupifnotparententity,0.0,frs-102
411,149.0,descriptionwhyanentitywithsubsidiarieshasnotpreparedgroupaccounts,0.0,frs-102
416,140.0,descriptionspecificbankloanincludingraterepaymentdate,0.0,frs-102
418,137.0,generaldescriptionanyoff-balancesheetarrangementsincludingnaturepurposefinancialimpactonentity,0.0,frs-102
425,126.0,dateendreportingperiodsubsidiaryifdifferentfromentity,0.0,frs-102
428,118.0,inventoriesfree-textcomment,0.0,frs-102
431,115.0,generaldescriptionpriorperiodpolicychangeadjustmentstheireffect,0.0,frs-102
437,110.0,contentotherspecificcriticalestimatejudgement,0.0,frs-102
446,96.0,discontinuedoperationspolicy,0.0,frs-102
452,90.0,constructionworkinprogresspolicy,0.0,frs-102
454,90.0,balancesheetstatementfinancialpositionfree-textcomment,0.0,frs-102
465,80.0,descriptionnaturebusinessassociate,0.0,frs-102
473,71.0,statementthatnocontrollingpartiesexist,0.0,frs-102
481,68.0,investmentsinsubsidiariesfree-textcomment,0.0,frs-102
484,67.0,incometaxfree-textcomment,0.0,frs-102
490,62.0,generaldescriptionloanspayableindefaultorbreachincludingnaturedefaultorbreachamountsinvolved,0.0,frs-102
492,61.0,descriptionbasisonwhichapplicabletaxratehasbeendetermined,0.0,frs-102
495,57.0,effectivedaterevaluationpropertyplantequipment,0.0,frs-102
496,57.0,descriptionmethodsusedtoaccountforinvestmentsinsubsidiariesinseparatefinancialstatements,0.0,frs-102
506,54.0,descriptionclassshareheldinassociate,0.0,frs-102
507,51.0,nameindividualsegment,0.0,frs-102
519,46.0,descriptionrelatedentitywhichhaspreparedconsolidatedfinancialstatementstheiravailability,0.0,frs-102
523,45.0,descriptionmethodsassumptionsunderlyingfairvaluesestimatepropertyplantequipment,0.0,frs-102
524,45.0,descriptionlesseesmaterialfinanceleasingarrangements,0.0,frs-102
527,44.0,share-basedpaymentspolicy,0.0,frs-102
528,43.0,share-basedpaymentsfree-textcomment,0.0,frs-102
529,43.0,namemostseniorparententityproducingpubliclyavailablefinancialstatements,0.0,frs-102
530,42.0,operatingexpensesfree-textcomment,0.0,frs-102
535,40.0,descriptionmethodsusedtoaccountforinvestmentsinsubsidiariesassociatesjointventuresinseparatefinancialstatements,0.0,frs-102
538,39.0,addressparentlargestgroup,0.0,frs-102
542,37.0,countryincorporationorresidenceassociate,0.0,frs-102
544,36.0,gainslossesbeforetaxfree-textcomment,0.0,frs-102
556,33.0,descriptionreasonsforanychangeinreportingperiodimpactoncomparability,0.0,frs-102
565,30.0,statementthatcompanyentitledtoexemptionfromauditundersection479acompaniesact2006relatingtosubsidiarycompanies,0.0,frs-102
567,30.0,othertaxespolicy,0.0,frs-102
569,30.0,namedefinedbenefitplan,0.0,frs-102
572,28.0,statementonmattersrequiredindirectorsreportbeingplacedinstrategicreport,0.0,frs-102
575,28.0,exceptionalitemsfree-textcomment,0.0,frs-102
587,25.0,deferredtaxationfree-textcomment,0.0,frs-102
589,24.0,hedgingpolicy,0.0,frs-102
596,23.0,descriptionmaterialoperatingleasingarrangements,0.0,frs-102
598,22.0,dateendreportingperiodassociateifdifferentfromentity,0.0,frs-102
599,22.0,otheremployeebenefitspolicy,0.0,frs-102
608,21.0,namejointventure,0.0,frs-102
611,20.0,descriptionnaturebusinessjointventure,0.0,frs-102
615,20.0,descriptionreasonswhyrestatementamountsontransitiontofrs102impractical,0.0,frs-102
623,18.0,descriptionfinancialliabilitiesdesignatedfairvaluethroughprofitorlosssubjecttochangeinfairvalueduetochangesincreditrisk,0.0,frs-102
628,17.0,descriptionmattersgivingrisetoanymodifiedauditopinion,0.0,frs-102
638,17.0,measurementfinancialinstrumentscriticalestimatesjudgements,0.0,frs-102
646,15.0,descriptionclassshareheldinjointventure,0.0,frs-102
654,14.0,revaluationintangibleassetsfree-textcomment,0.0,frs-102
656,14.0,addressparentsmallestgroup,0.0,frs-102
658,13.0,impairmentfinancialinstrumentscriticalestimatesjudgements,0.0,frs-102
670,12.0,countryinwhichparentsmallestgroupincorporated,0.0,frs-102
673,12.0,opinionauditorsinrespectadditionalfinancialreportingframework,0.0,frs-102
677,11.0,countryincorporationorresidencejointventure,0.0,frs-102
682,11.0,subsidiariesaccountingconsolidationpolicy,0.0,frs-102
684,11.0,namedefinedcontributionplan,0.0,frs-102
687,10.0,descriptionfairvaluemeasurementequityinstrumentsinshare-basedpaymentarrangement,0.0,frs-102
694,9.0,lessorfinanceleasepolicy,0.0,frs-102
695,9.0,revenuerecognitioncriticalestimatesjudgements,0.0,frs-102
701,9.0,nameordescriptionbiologicalassetclass,0.0,frs-102
705,9.0,generaldescriptionnatureprovisionincludingtimingoutflowsmajorassumptionsaboutfutureevents,0.0,frs-102
706,8.0,associatenotaccountedforusingequitymethodtruefalse,0.0,frs-102
714,8.0,generaldescriptiondeparturesfromstandardstheirfinancialimpact,0.0,frs-102
721,8.0,investmentsinassociatesfree-textcomment,0.0,frs-102
722,8.0,generaldescriptionearlyadoptionvoluntarychangesinaccountingpolicies,0.0,frs-102
726,7.0,equityinstrumentsrecognitionmeasurementpolicy,0.0,frs-102
727,7.0,dateendreportingperiodjointventureifdifferentfromentity,0.0,frs-102
730,7.0,provisionscriticalestimatesjudgements,0.0,frs-102
733,7.0,amortisationimpairmentintangibleassetsfree-textcomment,0.0,frs-102
735,7.0,descriptionalternativeregistrationincludingnamebusinessregistrynumber,0.0,frs-102
737,7.0,generaldescriptioncollateralheldassecurityothercreditenhancementsonfinancialinstruments,0.0,frs-102
739,7.0,financecostsfree-textcomment,0.0,frs-102
748,6.0,generaldescriptionfinancialinstrumentriskexposuremanagementincludinganyconcentrationsrisk,0.0,frs-102
753,6.0,descriptiondefinedbenefitplanincludingfundingpolicy,0.0,frs-102
757,6.0,descriptionpropertyplantequipmentwithrestrictedtitleorpledgedassecurity,0.0,frs-102
760,6.0,descriptionanymembershipsqualifyingundertaking,0.0,frs-102
765,6.0,tradingincomerecognitionpolicy,0.0,frs-102
768,5.0,descriptionlessorsmaterialoperatingleasingarrangements,0.0,frs-102
769,5.0,jointventuresaccountingconsolidationpolicy,0.0,frs-102
770,5.0,associatesaccountingconsolidationpolicy,0.0,frs-102
784,5.0,generaldescriptionmethodsfordeterminingchangeinfairvaluefinancialliabilitiesattributabletochangesincreditriskincludinglimitationsmethodsanyfeatureswhichmodifyvalues,0.0,frs-102
802,4.0,descriptionothermaterialassumptionsrelatedtodefinedbenefitplan,0.0,frs-102
821,4.0,statementonpowertoamendfinancialstatementsafterissue,0.0,frs-102
832,3.0,generaldescriptiondirectorinterestsinsharesotherinstrumentsentityoritsundertakings,0.0,frs-102
834,3.0,descriptionmeasurementbasisforbiologicalassetscostmodel,0.0,frs-102
837,3.0,biologicalassetspolicy,0.0,frs-102
839,3.0,descriptionfinancialliabilitiesforwhichfairvaluehasnotbeendisclosed,0.0,frs-102
840,3.0,statementonnon-disclosureinformationoncontingentliabilities,0.0,frs-102
843,3.0,classificationfinancialinstrumentscriticalestimatesjudgements,0.0,frs-102
844,3.0,investmentsinjointventuresfree-textcomment,0.0,frs-102
849,3.0,datemostrecentactuarialvaluation,0.0,frs-102
855,3.0,descriptionnon-interestbearingborrowings,0.0,frs-102
863,3.0,effectivedaterevaluationintangibleassets,0.0,frs-102
866,3.0,propertyplantequipmentmovementanalysisfree-textcomment,0.0,frs-102
867,3.0,generaldescriptionnewstandardsorinterpretationswhichhavenotbeenapplied,0.0,frs-102
876,2.0,generaldescriptionchangesinaccountingestimatesincludingtheirfutureimpact,0.0,frs-102
889,2.0,non-currentassetsordisposalgroupsheldforsalepolicy,0.0,frs-102
891,2.0,currentversusnon-currentclassificationpolicy,0.0,frs-102
892,2.0,companyentitledtodeliverabbreviatedaccountsaccountsproperlypreparedtruefalse,0.0,frs-102
893,2.0,descriptionlessorsmaterialfinanceleasingarrangements,0.0,frs-102
895,2.0,descriptiontermsconditionsonfinancialassetspledgedascollateral,0.0,frs-102
896,2.0,descriptionmethodssignificantassumptionsunderlyingestimatefairvaluesintangibleassets,0.0,frs-102
897,2.0,financialinstrumentsnetgainslossesfree-textcomment,0.0,frs-102
899,2.0,descriptionanynon-cashbenefitsdirectors,0.0,frs-102
902,2.0,revaluationpropertyplantequipmentinvestmentpropertycriticalestimatesjudgements,0.0,frs-102
907,2.0,auditablepartremunerationreporthasbeenproperlypreparedtruefalse,0.0,frs-102
909,2.0,furtherinformationonparentsmallestgroup,0.0,frs-102
916,2.0,depreciationimpairmentpropertyplantequipmentfree-textcomment,0.0,frs-102
917,2.0,impairmentnon-financialassetscriticalestimatesjudgements,0.0,frs-102
918,2.0,descriptionlineitemsinincomestatementinwhichamortisationimpairmentintangibleassetsincluded,0.0,frs-102
919,2.0,generaldescriptionsharingcontributionscostsriskschargingfordefinedbenefitplansundercommoncontrol,0.0,frs-102
927,2.0,principalplacebusinesssubsidiary,0.0,frs-102
931,2.0,descriptiongovernmentgrantsotherformsgovernmentassistance,0.0,frs-102
939,1.0,descriptionnon-cashbenefitsforkeymanagementpersonnel,0.0,frs-102
941,1.0,descriptioninventorycostformulas,0.0,frs-102
944,1.0,impairmentgoodwillcriticalestimatesjudgements,0.0,frs-102
949,1.0,deferredincomepolicy,0.0,frs-102
952,1.0,derecognitionfinancialassetsfinancialliabilitiespolicy,0.0,frs-102
954,1.0,lessorpolicy,0.0,frs-102
960,1.0,descriptiondepreciationmethodforbiologicalassetscostmodel,0.0,frs-102
962,1.0,descriptionsignificantjudgementsassumptionsmadeindeterminingwhetherentityagentorprincipalinrelationtoinvestmentinsubsidiaries,0.0,frs-102
967,1.0,statementonrisksmaterialmisstatementidentifiedbyauditor,0.0,frs-102
979,1.0,post-employmentbenefitscriticalestimatesjudgements,0.0,frs-102
986,1.0,generaldescriptioncontingentassetsincludingfinancialeffect,0.0,frs-102
990,1.0,descriptioncontingentconsiderationarrangementsindemnificationassetsincludingestimatedoutcomes,0.0,frs-102
992,1.0,currenttaxfree-textcomment,0.0,frs-102
1003,1.0,generaldescriptionnaturefinancialeffectbusinesscombinationsduringperiod,0.0,frs-102
1015,1.0,descriptionmaterialintangibleasset,0.0,frs-102
1020,0.0,increasedecreaseinnetdeferredtaxliabilityfromamountrecogniseddirectlyinequity,0.0,frs-102
1021,0.0,increaseinprovisionsrecognisedinprofitorloss,0.0,frs-102
1022,0.0,disposalsthroughbusinessdivestitureintangibleassets,0.0,frs-102
1023,0.0,debtsecuritiesheldindefinedbenefitplanfairvalue,0.0,frs-102
1024,0.0,descriptionmeasurementbasistechniquesfordeterminingvaluenon-controllinginterests,0.0,frs-102
1025,0.0,amountsreceivableinrespectgrouprelief,0.0,frs-102
1026,0.0,descriptionarrangementsinvolvinglegalformleaseaccountingtreatmentappliedtoanyfeereceived,0.0,frs-102
1027,0.0,intangibleassetsmovementanalysisfree-textcomment,0.0,frs-102
1028,0.0,furtheritemincreasedecreaseinequityfromsharecapitalchangesdividendpaymentscomponenttotalincreasedecreaseinequityfromsharecapitalchangesdividendpayments,0.0,frs-102
1029,0.0,loanstootherrelatedpartiesotherthandirectors,0.0,frs-102
1030,0.0,taxincreasedecreasefromeffectjointventuresassociatesresultsreportednettax,0.0,frs-102
1031,0.0,profitlossattributabletoordinaryequityholdersparententitybasic,0.0,frs-102
1032,0.0,corporatedebtsecuritiesheld,0.0,frs-102
1033,0.0,accountancycosts,0.0,frs-102
1034,0.0,unittrusts,0.0,frs-102
1035,0.0,transactioncostsincreasedecreaseinequity,0.0,frs-102
1036,0.0,deferredtaxexpensecreditrecognisedinequity,0.0,frs-102
1037,0.0,furtheritemloansadvancesgrantedtorelatedpartiesclassifiedasfinancingactivitiescomponentcorrespondingtotal,0.0,frs-102
1038,0.0,othercashreceiptsfromoperatingactivities,0.0,frs-102
1039,0.0,othercashpaymentsforoperatingactivities,0.0,frs-102
1040,0.0,otherassetrevaluationsurplusdeficitrelatedtoacquisition,0.0,frs-102
1041,0.0,increasedecreasefromrevaluationsrecognisedorreversedinprofitorlosspropertyplantequipment,0.0,frs-102
1042,0.0,operatingincomefree-textcomment,0.0,frs-102
1043,0.0,cancellationtreasurysharesincreasedecreaseinequity,0.0,frs-102
1044,0.0,debtsecuritiesinissueotherborrowedfundsrecognitionmeasurementpolicy,0.0,frs-102
1045,0.0,debtsecuritiesissuedbybanksheld,0.0,frs-102
1046,0.0,descriptionrestrictionsonrealisabilityorremittanceincomefrominvestmentproperty,0.0,frs-102
1047,0.0,goodsforresale,0.0,frs-102
1048,0.0,increasedecreaseinnumbertreasurysharesheldinperiod,0.0,frs-102
1049,0.0,inventorywrite-downexpensegross,0.0,frs-102
1050,0.0,descriptionexpectednetreversaldeferredtaxassetsliabilities,0.0,frs-102
1051,0.0,furtheritemincreasedecreaseinnetdeferredtaxliabilitycomponentnetdeferredtaxliabilityassetmovement,0.0,frs-102
1052,0.0,fairvaluegainlossrecognisedinprofitorlossforreclassifiedfinancialassets,0.0,frs-102
1053,0.0,statementchangesinequityfree-textcomment,0.0,frs-102
1054,0.0,othernon-auditservicesentitysubsidiariesfees,0.0,frs-102
1055,0.0,increasedecreaseindeferredtaxliabilitiesfromchangesintaxratesorlawsrecognisedinprofitorloss,0.0,frs-102
1056,0.0,prepaymentsaccruedincomefinancialasset,0.0,frs-102
1057,0.0,descriptionreportingperiodforemissionsdataifthisdifferentfromperiodcoveredbydirectorsreport,0.0,frs-102
1058,0.0,generalderivativeshedgingpolicy,0.0,frs-102
1059,0.0,commitmentsmadetorelatedparties,0.0,frs-102
1060,0.0,interestincomefromassociates,0.0,frs-102
1061,0.0,paymentstoacquireinterestsinjointventuresclassifiedasinvestingactivities,0.0,frs-102
1062,0.0,transactioncostsrelatedtosharesissuedinperiod,0.0,frs-102
1063,0.0,descriptioninvestmentpropertyleasingarrangements,0.0,frs-102
1064,0.0,generaldescriptioncreditriskexposuremanagementincludinganyconcentrationsrisk,0.0,frs-102
1065,0.0,taxexpensecreditrelatingtogainorlossondiscontinuanceoperations,0.0,frs-102
1066,0.0,furtheritemincreasedecreaseinassetsdefinedbenefitplancomponenttotalchangeinfairvalueplanassets,0.0,frs-102
1067,0.0,certificatesdepositheld,0.0,frs-102
1068,0.0,descriptionorotherinformationonentitycontact,0.0,frs-102
1069,0.0,cashreceiptsfromsalesinterestsinjointventures,0.0,frs-102
1070,0.0,leaseclassificationcriticalestimatesjudgements,0.0,frs-102
1071,0.0,cashreceiptsfromsalesequityordebtinstrumentsotherentitiesclassifiedasinvestingactivities,0.0,frs-102
1072,0.0,directorstotal,0.0,frs-102
1073,0.0,share-basedpaymentsarrangementstransferredfromtoliabilitiesincreasedecreaseinequity,0.0,frs-102
1074,0.0,currentliabilitiesassociates,0.0,frs-102
1075,0.0,issueothercapitalsecuritiesclassifiedasequity,0.0,frs-102
1076,0.0,generaldescriptionmethodsfordeterminingchangeinfairvalueloansreceivablesattributabletochangesincreditriskincludinglimitationsmethods,0.0,frs-102
1077,0.0,currentaccountsdepositsfromcustomers,0.0,frs-102
1078,0.0,increasedecreaseduetotransfersintooroutbiologicalassetscostmodel,0.0,frs-102
1079,0.0,utilitiescosts,0.0,frs-102
1080,0.0,otherrepairsmaintenanceexpense,0.0,frs-102
1081,0.0,otherdistributioncosts,0.0,frs-102
1082,0.0,otherremainingoperatingexpense,0.0,frs-102
1083,0.0,advertisingcosts,0.0,frs-102
1084,0.0,bankchargesclassifiedasfinancecosts,0.0,frs-102
1085,0.0,descriptionrelationshipsbetweenentitygovernment-relatedentityincludinganychanges,0.0,frs-102
1086,0.0,contingentrentsonoperatingleasesrecognisedasincome,0.0,frs-102
1087,0.0,totalimpairmentreversal,0.0,frs-102
1088,0.0,decreaseduetoharvestbiologicalassetscostmodel,0.0,frs-102
1089,0.0,descriptionfinancialassetsforwhichfairvaluehasnotbeendisclosed,0.0,frs-102
1090,0.0,accruedpensionlumpsumperiodenddirectors,0.0,frs-102
1091,0.0,descriptionputtablefinancialinstrumentsclassifiedasequityinstrumentsincludingreclassificationsintooutfinancialliabilities,0.0,frs-102
1092,0.0,accruedpensionperiodenddirectors,0.0,frs-102
1093,0.0,titleotherspecificcriticalestimatejudgement,0.0,frs-102
1094,0.0,descriptionfactscircumstancessaleorexpecteddisposal,0.0,frs-102
1095,0.0,descriptionrepurchaseagreementsothersimilarsecuredborrowing,0.0,frs-102
1096,0.0,vatrecoveredoninvestmentmanagementfees,0.0,frs-102
1097,0.0,legalfees,0.0,frs-102
1098,0.0,shareothercomprehensiveincomeassociatesjointventuresaccountedforusingequitymethodbeforetax,0.0,frs-102
1099,0.0,foreigntaxpayable,0.0,frs-102
1100,0.0,interestexpenseonfinancialliabilitiesthatarenotfairvaluethroughprofitorloss,0.0,frs-102
1101,0.0,gainlossonfinancialassetsamortisedcost,0.0,frs-102
1102,0.0,dividendincomefromassociates,0.0,frs-102
1103,0.0,gainlossonfinancialliabilitiesamortisedcost,0.0,frs-102
1104,0.0,revenueassociates,0.0,frs-102
1105,0.0,taxexpensecreditonrevaluationpropertyplantequipmentinothercomprehensiveincome,0.0,frs-102
1106,0.0,profitlossattributabletonon-controllinginterests,0.0,frs-102
1107,0.0,numbersharesinentityheldbyentityitssubsidiariesorassociates,0.0,frs-102
1108,0.0,consumables,0.0,frs-102
1109,0.0,acquisitionsubsidiariesincreasedecreaseinequity,0.0,frs-102
1110,0.0,generaldescriptionassetsliabilitieswithsignificantriskmaterialadjustmentincludingvalues,0.0,frs-102
1111,0.0,bankingarrangementsclassifiedascashcashequivalents,0.0,frs-102
1112,0.0,furtheritemincreasedecreaseindepreciationimpairmentppecomponentcorrespondingtotal,0.0,frs-102
1113,0.0,furtheritemincreasedecreaseinppecomponenttotalchangeinppe,0.0,frs-102
1114,0.0,impairmentlossreversal,0.0,frs-102
1115,0.0,businessdivestituredecreaseinamortisationimpairmentintangibleassets,0.0,frs-102
1116,0.0,totaldonationtoeupoliticalorganisation,0.0,frs-102
1117,0.0,othercontributionsbyownersincreasedecreaseinequity,0.0,frs-102
1118,0.0,subordinatedliabilities,0.0,frs-102
1119,0.0,totalleasereceivables,0.0,frs-102
1120,0.0,impairmentlossinvestmentpropertycostwithinfairvaluemodel,0.0,frs-102
1121,0.0,descriptioncircumstancesreclassificationoutfinancialassetsfairvaluethroughprofitorloss,0.0,frs-102
1122,0.0,impairmentlossintangibleassets,0.0,frs-102
1123,0.0,corporatefinancetransactionsfees,0.0,frs-102
1124,0.0,unrealisedgainlossonfinancialassetsliabilitiesfairvalue,0.0,frs-102
1125,0.0,descriptionnon-financialassetspledgedascollateralincludingtermsconditions,0.0,frs-102
1126,0.0,financeincomefree-textcomment,0.0,frs-102
1127,0.0,financialinstrumentsnetgainlossbeforetax,0.0,frs-102
1128,0.0,taxdecreasefromtaxlossesforwhichnodeferredtaxassetwasrecognised,0.0,frs-102
1129,0.0,descriptionremainingamortisationperiodmaterialintangibleasset,0.0,frs-102
1130,0.0,proceedsfromissuingsharestopartiesotherthannon-controllinginterests,0.0,frs-102
1131,0.0,gainlossincashflowsfromchangeintradedebtorstradereceivables,0.0,frs-102
1132,0.0,gainlossonremeasurementdefinedbenefitplansnettaxinothercomprehensiveincome,0.0,frs-102
1133,0.0,creditorsnon-financialliability,0.0,frs-102
1134,0.0,gainlossfromrevaluationintangibleassetsrecognisedinprofitorloss,0.0,frs-102
1135,0.0,increasedecreaseinprovisionsthroughtransfersreclassifications,0.0,frs-102
1136,0.0,keymanagementpersonnelcompensationotherlong-termbenefits,0.0,frs-102
1137,0.0,numberdirectorswhoreceivedorwereentitledtoreceivesharesunderlongtermincentiveschemes,0.0,frs-102
1138,0.0,generaldescriptionbenefitsunderlong-termincentiveschemesdirectors,0.0,frs-102
1139,0.0,totaltaxexpensecreditonitemsrecognisedinequity,0.0,frs-102
1140,0.0,impairmentlossoninvestments,0.0,frs-102
1141,0.0,impairmentlossnon-financialassets,0.0,frs-102
1142,0.0,taxexpensecreditonrevaluationinvestmentpropertiesinothercomprehensiveincome,0.0,frs-102
1143,0.0,othernon-operatingnetgainlossbeforetax,0.0,frs-102
1144,0.0,increaseinbiologicalassetsfromdevelopmentcultivationcostscapitalisedfairvaluemodel,0.0,frs-102
1145,0.0,otherincreasedecreaseindeferredtaxassets,0.0,frs-102
1146,0.0,assetsobtainedbytakingpossessioncollateral,0.0,frs-102
1147,0.0,descriptionbasispreparationsummarisedfinancialinformationassociate,0.0,frs-102
1148,0.0,proceedsfromloansadvancestoassociatesjointventuresparticipatinginterestsclassifiedasfinancingactivities,0.0,frs-102
1149,0.0,generaldescriptionfinancialassetspastduebutnotimpairedincludingcollateralheldfairvalue,0.0,frs-102
1150,0.0,assumedrateincreaseinmaximumstatehealthcarebenefits,0.0,frs-102
1151,0.0,assumedrateincreaseinretirementhealthcarecosts,0.0,frs-102
1152,0.0,othercurrentliabilitiesassumed,0.0,frs-102
1153,0.0,incometaxescriticalestimatesjudgements,0.0,frs-102
1154,0.0,descriptionbasispreparationsummarisedfinancialinformationjointventure,0.0,frs-102
1155,0.0,biologicalassetsfairvaluemodel,0.0,frs-102
1156,0.0,otherfeeincome,0.0,frs-102
1157,0.0,descriptionreasonsifusefullifeexceedsfiveyears,0.0,frs-102
1158,0.0,debtorsnon-financialasset,0.0,frs-102
1159,0.0,internalauditservicesfees,0.0,frs-102
1160,0.0,taxincreasedecreasefromeffectforeigntaxrates,0.0,frs-102
1161,0.0,increasedecreaseinnetdeferredtaxliabilityfromchangesintaxratesorlawsrecognisedinprofitorloss,0.0,frs-102
1162,0.0,descriptionchangesinapplicabletaxrates,0.0,frs-102
1163,0.0,accumulatedimpairmentnotincludingdepreciationpropertyplantequipment,0.0,frs-102
1164,0.0,lossgainfromwrite-downsreversalsinventories,0.0,frs-102
1165,0.0,descriptionmethodsusedtodetermineconstructioncontractrevenuestagecompletion,0.0,frs-102
1166,0.0,numbersharescancelledinperiod,0.0,frs-102
1167,0.0,furtheriteminventoriescomponenttotalinventories,0.0,frs-102
1168,0.0,gainlossonhedgeinvestmentsinforeignoperationsnettaxinothercomprehensiveincome,0.0,frs-102
1169,0.0,nameordescriptioneupoliticalorganisation,0.0,frs-102
1170,0.0,generaldescriptionfairvaluehierarchy,0.0,frs-102
1171,0.0,dividendspaidonsharessecondinterim,0.0,frs-102
1172,0.0,otherdebtsecuritiesinissue,0.0,frs-102
1173,0.0,proceedsfromloansadvancestorelatedpartiesclassifiedasfinancingactivities,0.0,frs-102
1174,0.0,loansadvancesgrantedtorelatedpartiesclassifiedasfinancingactivities,0.0,frs-102
1175,0.0,proceedsfromissuingsharesotherequityinstruments,0.0,frs-102
1176,0.0,otherassetsliabilitiesrelatedtodefinedbenefitplanrecognisedinbalancesheet,0.0,frs-102
1177,0.0,increaseinassetsdefinedbenefitplanfromreturnonassetsnetinterestincome,0.0,frs-102
1178,0.0,deferredtaxassetscriticalestimatesjudgements,0.0,frs-102
1179,0.0,obligationsunderfinanceleasesassumedlessees,0.0,frs-102
1180,0.0,amountnetreversaldeferredtaxassetsliabilitiesexpectedtooccurinyearbeginningafterreportingperiod,0.0,frs-102
1182,0.0,nameentityliquidators,0.0,frs-102
1183,0.0,feestoauditorsfree-textcomment,0.0,frs-102
1184,0.0,issueconvertiblenotesforconsiderationnettaxincreaseinequity,0.0,frs-102
1185,0.0,provisionsassumed,0.0,frs-102
1186,0.0,decreaseincreaseinprovisionsthroughdisposalstransferstoheldforsale,0.0,frs-102
1187,0.0,increasedecreaseinliabilitiesdefinedbenefitplanfrompastservicecostgainslossesarisingfromsettlements,0.0,frs-102
1188,0.0,taxdecreaseincreasefromeffecttaxincentives,0.0,frs-102
1189,0.0,investmentpropertyacquired,0.0,frs-102
1190,0.0,increasedecreasefromrevaluationsrecognisedorreversedinothercomprehensiveincomepropertyplantequipment,0.0,frs-102
1191,0.0,excessretirementbenefitsoveroriginalentitlementdirectors,0.0,frs-102
1192,0.0,otherdebtorsacquired,0.0,frs-102
1193,0.0,descriptionconversiondebttoequity,0.0,frs-102
1194,0.0,mainindustrysector,0.0,frs-102
1195,0.0,biologicalassets,0.0,frs-102
1196,0.0,windingupvalueredeemablepreferenceshares,0.0,frs-102
1197,0.0,numbersharesredeemedinperiod,0.0,frs-102
1198,0.0,depositsfromcustomers,0.0,frs-102
1199,0.0,descriptionimpairmentlossesrecognisedorreversedpropertyplantequipment,0.0,frs-102
1200,0.0,generaldescriptionstrategiesforusingderivatives,0.0,frs-102
1201,0.0,investmentsinassociatesacquired,0.0,frs-102
1202,0.0,loancommitments,0.0,frs-102
1203,0.0,loansfromassociatesjointventuresparticipatinginterests,0.0,frs-102
1204,0.0,depreciationpropertyplantequipmentintangibleassetscriticalestimatesjudgements,0.0,frs-102
1205,0.0,generaldescriptionusecollateral,0.0,frs-102
1206,0.0,taxexpensecreditondepreciationtransferrevaluationsurplusrecognisedinequity,0.0,frs-102
1207,0.0,investmentsinjointventuresmeasuredfairvalue,0.0,frs-102
1208,0.0,descriptioncontractualobligationsonpurchasedevelopmentorrepairinvestmentproperty,0.0,frs-102
1209,0.0,redemptionvalueredeemablepreferenceshares,0.0,frs-102
1210,0.0,decreaseindeferredtaxassetsfrompartialoffsetdeferredtaxliabilities,0.0,frs-102
1211,0.0,acquiredthroughbusinesscombinationsbiologicalassetscostmodel,0.0,frs-102
1212,0.0,transferstofromnon-currentassetsordisposalgroupsheldforsalebiologicalassetscostmodel,0.0,frs-102
1213,0.0,interestpaidtorelatedparties,0.0,frs-102
1214,0.0,hedgenetinvestmentpolicy,0.0,frs-102
1215,0.0,totalincreasedecreaseinrevaluationsurpluspropertyplantequipment,0.0,frs-102
1216,0.0,gainlossincashflowsfromchangeindeferreditems,0.0,frs-102
1217,0.0,subordinatedliabilitiesowedtothirdparties,0.0,frs-102
1218,0.0,inventoriesfairvaluelesscoststosellnetrealisablevalue,0.0,frs-102
1220,0.0,cashconsiderationreceivedforsharesissuedinperiodrelatedtoshare-basedpayments,0.0,frs-102
